ID,item_cnt_month
431,0.62262934
432,0.10520923
433,0.115399145
434,0.09989424
435,0.82113636
436,0.12616685
437,0.8546853
438,0.5570258
439,0.66066843
440,0.123881295
441,0.14242895
442,0.20643638
443,0.16917512
444,0.12543315
445,0.3052948
446,0.19947615
447,0.18600908
448,0.37847888
449,0.5890369
450,0.37847888
451,0.18395239
452,0.148968
453,0.20393325
454,0.380818
455,0.16924025
456,0.4004414
457,0.115399145
458,0.5204723
459,0.56412846
460,16.820139
461,1.2784892
462,0.37847888
463,0.5879425
464,0.5293814
465,0.115399145
466,0.115399145
467,0.115399145
468,0.115399145
469,0.30212048
470,0.37847888
471,0.37510592
472,0.15442532
473,0.115399145
474,1.0228679
475,1.3907764
476,0.115399145
477,0.101570785
478,0.116722845
479,0.11539914
480,0.115399145
481,0.115399145
482,0.118576184
483,0.37847888
484,0.94471955
485,0.45215565
486,0.5372028
487,0.12068502
488,0.115399145
489,2.6041594
490,0.16792347
491,0.115399145
492,0.3618186
493,0.115399145
494,0.3611179
495,0.10912808
496,0.13442424
497,0.115399145
498,5.4413157
499,0.115399145
500,0.115399145
501,0.5106172
502,0.44374233
503,0.115399145
504,1.1488491
505,0.6767249
506,0.9406838
507,0.13452375
508,0.8367804
509,0.29129332
510,0.14228171
511,0.100936845
512,0.20249182
513,0.115399145
514,0.10520923
515,0.115399145
516,0.20643638
517,0.52694494
518,0.83171093
519,0.45017612
520,0.3623653
521,0.40345034
522,0.6048857
523,1.2673564
524,0.15442532
525,0.5322215
526,0.20109682
527,0.14686137
528,0.10712207
529,0.10596673
530,0.115399145
531,0.5897548
532,0.10777369
533,0.093340226
534,0.115399145
535,0.096605964
536,0.115399145
537,0.11965828
538,0.41794962
539,0.15900385
540,0.89513046
541,0.115399145
542,0.23812371
543,0.12948032
544,0.10743743
545,0.115399145
546,0.37548923
547,0.121737614
548,0.11293398
549,0.11712367
550,0.115399145
551,0.25600415
552,0.532307
553,0.123319045
554,0.116910145
555,0.29946
556,0.1297158
557,0.17894776
558,0.115399145
559,0.13603953
560,0.2349875
561,0.7027371
562,0.102364175
563,0.115399145
564,0.115399145
565,0.12271801
566,0.14796829
567,0.115399145
568,0.18574727
569,0.10367032
570,0.115399145
571,0.115399145
572,0.7906423
573,0.23151761
574,0.11539914
575,0.11539914
576,0.23903932
577,0.115399145
578,0.115399145
579,0.37816906
580,0.115399145
581,0.115399145
582,0.115399145
583,0.115399145
584,0.83213234
585,0.09748587
586,0.115399145
587,0.50499654
588,2.6690102
589,0.14433908
590,0.4883293
591,0.29572642
592,2.389573
593,0.1192377
594,0.12995753
595,0.16537301
596,0.14019021
597,0.115399145
598,0.11696771
599,0.115399145
600,0.11183029
601,0.13417798
602,0.115399145
603,0.106996864
604,0.20101538
605,0.09801581
606,0.1082812
607,0.11539914
608,0.10717793
609,0.39684272
610,0.34038964
611,0.6691547
612,0.115399145
613,0.115399145
614,0.115399145
615,0.8196858
616,0.37847888
617,0.23178616
618,0.47756243
619,0.13442424
620,0.35004872
621,0.115399145
622,0.115399145
623,0.45201826
624,0.37847888
625,0.37847888
626,0.7906423
627,0.115399145
628,0.108973436
629,0.15442532
630,0.20275943
631,0.115399145
632,0.15442532
633,0.115399145
634,0.5461153
635,0.26779392
636,0.115399145
637,0.19815093
638,0.23575583
639,0.11967181
640,0.48845583
641,0.7262337
642,0.13521414
643,0.115399145
644,0.10145666
645,0.115399145
646,0.7906423
647,0.13442424
648,0.115399145
649,0.15442532
650,0.21919236
651,0.8521876
652,0.115399145
653,0.14908701
654,0.11650285
655,0.37847888
656,0.28465885
657,0.115399145
658,0.115399145
659,0.13622022
660,0.5454387
661,0.2168554
662,0.115399145
663,1.1147895
664,0.098719984
665,0.33433068
666,0.14919983
667,0.115399145
668,0.6828995
669,0.15442532
670,0.12439083
671,0.10108208
672,0.117355496
673,0.5734566
674,0.115399145
675,0.115399145
676,0.45989192
677,0.76318765
678,0.20643638
679,0.7510059
680,0.115399145
681,0.0988075
682,0.5623103
683,0.115399145
684,0.6828995
685,0.37847888
686,0.29946
687,0.37847888
688,0.3036806
689,0.115399145
690,0.115399145
691,0.13081548
692,0.12590206
693,0.10426837
694,0.115399145
695,0.8526539
696,0.115399145
697,0.115399145
698,0.115399145
699,0.115399145
700,1.3907764
701,0.115399145
702,1.3711398
703,1.3711398
704,0.115399145
705,0.115399145
706,0.124745026
707,0.115399145
708,0.118523195
709,2.407211
710,0.21718964
711,0.29475635
712,0.115399145
713,0.4283309
714,0.20643638
715,0.115399145
716,0.43885696
717,0.2114144
718,0.115399145
719,0.115399145
720,0.115399145
721,0.5188076
722,0.10239735
723,1.9896517
724,0.15378167
725,0.47756243
726,0.47891784
727,0.6828995
728,0.115399145
729,1.0065707
730,0.1433173
731,0.11579195
732,0.9463091
733,0.115399145
734,0.6828995
735,0.20643638
736,0.37847888
737,0.6222639
738,0.47756243
739,0.23694983
740,0.20643638
741,0.10196452
742,0.115399145
743,0.37847888
744,0.49589413
745,0.47756243
746,0.29946
747,0.3955357
748,0.531677
749,0.115399145
750,0.3505787
751,0.13584629
752,0.29475635
753,0.11368834
754,1.5291171
755,0.43885696
756,0.115399145
757,0.43702406
758,0.10856134
759,0.11958036
760,0.871708
761,0.28817275
762,0.120092385
763,1.7781751
764,0.29475635
765,0.13442424
766,0.20643638
767,0.34728962
768,0.6475151
769,0.33896428
770,0.115399145
771,0.115399145
772,0.20643638
773,0.115399145
774,0.115399145
775,0.115399145
776,0.37847888
777,0.37847888
778,0.115399145
779,0.37847888
780,0.115399145
781,1.0228679
782,0.83106685
783,0.37847888
784,0.115399145
785,1.0228679
786,2.184999
787,1.1400337
788,0.115399145
789,0.37847888
790,0.115399145
791,0.115399145
792,0.115399145
793,2.9791236
794,0.115399145
795,0.115399145
796,0.115399145
797,0.37847888
798,0.11539914
799,1.415225
800,0.37847888
801,0.15914626
802,0.115399145
803,0.115399145
804,0.15912448
805,0.115399145
806,0.10101565
807,0.22819921
808,0.40142393
809,0.115399145
810,0.41782886
811,0.45008892
812,0.38434875
813,0.13442424
814,0.10615209
815,0.41318768
816,0.19298126
817,0.115399145
818,0.115399145
819,0.12911727
820,0.19503163
821,0.10586107
822,0.4125412
823,0.115399145
824,0.21878543
825,0.38153207
826,0.15442532
827,0.115399145
828,0.105761714
829,0.16531841
830,1.0228679
831,0.19833744
832,0.12516336
833,0.46845442
834,1.0228679
835,0.16178665
836,0.115399145
837,0.85178727
838,0.5103488
839,0.11526872
840,0.115399145
841,0.19833744
842,0.12543315
843,0.115399145
844,0.29946
845,0.115399145
846,0.120133385
847,0.37847888
848,0.12872794
849,0.12672514
850,0.15505598
851,0.115399145
852,0.41963828
853,0.115399145
854,0.29946
855,0.74576896
856,0.37847888
857,1.1164737
858,0.115399145
859,0.8034766
860,0.122555
861,0.115399145
862,0.20643638
863,0.37847883
864,0.38761696
865,0.5619556
866,0.36383283
867,0.11293398
868,1.0379581
869,0.1568908
870,0.8151729
871,0.17894776
872,0.15596299
873,0.32283905
874,0.43244326
875,1.265852
876,0.16387376
877,0.10856134
878,0.26736033
879,0.47756243
880,0.09889535
881,0.37847888
882,0.5290619
883,1.3907764
884,0.6637048
885,0.78877836
886,0.20936626
887,0.3058387
888,0.1899296
889,0.11845303
890,0.30826414
891,0.46794832
892,0.11037972
893,0.11966671
894,0.29946
895,0.20643638
896,0.115399145
897,0.1385504
898,0.104124606
899,0.47756243
900,0.09705177
901,1.1814437
902,0.13442424
903,0.115399145
904,0.444812
905,0.34500265
906,1.8872452
907,0.25246996
908,0.27740228
909,0.115399145
910,0.1836449
911,0.08798544
912,1.3434376
913,0.48675305
914,0.115399145
915,0.17184876
916,0.17105244
917,0.111984864
918,0.17537276
919,0.37415147
920,0.115399145
921,0.9959276
922,0.13442424
923,0.11293398
924,0.34607476
925,0.21234423
926,0.3158723
927,0.14765678
928,0.3723336
929,0.34705752
930,0.115399145
931,0.115399145
932,0.41728497
933,0.33374083
934,0.115399145
935,0.20643638
936,0.37847888
937,0.96461725
938,0.13925672
939,0.1648902
940,0.15442532
941,0.26497525
942,0.115399145
943,0.478477
944,0.11037972
945,0.115399145
946,0.19162118
947,0.11261232
948,0.37847888
949,0.10755554
950,0.20643638
951,0.115399145
952,0.112990946
953,0.115399145
954,0.24762079
955,0.37847888
956,0.21732806
957,0.110768184
958,0.6788219
959,0.11539914
960,0.115399145
961,0.16121994
962,0.40811956
963,0.15442532
964,0.15442532
965,0.115399145
966,0.21364802
967,0.115399145
968,0.11467363
969,0.11414125
970,0.115399145
971,0.10246019
972,0.10045435
973,0.46707112
974,0.11919719
975,0.10954988
976,0.3694874
977,0.95730156
978,0.24219593
979,1.0689347
980,0.41425675
981,0.300097
982,0.5605649
983,0.10525094
984,0.115399145
985,0.4945534
986,0.19833744
987,0.48433596
988,0.11637099
989,0.115399145
990,0.11539914
991,0.27915508
992,0.25688422
993,1.0228679
994,0.6789706
995,0.123667605
996,0.115399145
997,0.1277639
998,0.22626658
999,0.12915638
1000,0.80078113
1001,0.16792347
1002,0.6283528
1003,0.115399145
1004,0.2038582
1005,0.1503293
1006,0.115399145
1007,0.11693506
1008,0.6953174
1009,0.18315808
1010,0.19977245
1011,0.38434875
1012,0.48648232
1013,1.6581445
1014,0.115399145
1015,0.115399145
1016,0.115399145
1017,0.115399145
1018,0.095613845
1019,0.20643638
1020,0.115399145
1021,0.26353702
1022,0.09482801
1023,0.0886984
1024,0.43582737
1025,0.11549188
1026,0.5188076
1027,0.20725195
1028,0.115399145
1029,0.12584391
1030,0.11993724
1031,0.37847888
1032,1.9320297
1033,0.115399145
1034,0.5808348
1035,0.20075327
1036,0.12023903
1037,1.1280516
1038,0.115399145
1039,0.09194981
1040,0.4777621
1041,0.115399145
1042,0.115399145
1043,0.11234853
1044,0.23614435
1045,0.20643638
1046,0.5247798
1047,0.20643638
1048,0.20255351
1049,0.115399145
1050,0.115399145
1051,0.115399145
1052,0.115399145
1053,0.115399145
1054,0.11539914
1055,0.3440259
1056,0.4071211
1057,0.115399145
1058,0.115399145
1059,1.4552982
1060,0.15121135
1061,0.115399145
1062,0.10675445
1063,0.18980609
1064,0.21024862
1065,0.090780474
1066,0.31884244
1067,0.4311499
1068,0.14278947
1069,0.37847888
1070,0.15359873
1071,0.089701794
1072,0.115399145
1073,0.20643638
1074,0.20643638
1075,0.20643638
1076,0.14336506
1077,0.115399145
1078,0.115399145
1079,0.2026994
1080,0.10654059
1081,0.115399145
1082,0.10854618
1083,0.11088878
1084,0.18707854
1085,0.10221041
1086,0.11539914
1087,0.15013236
1088,0.41728497
1089,0.54473275
1090,1.7781751
1091,0.115399145
1092,0.5273586
1093,0
1094,0.15442532
1095,0.1684007
1096,0.15442532
1097,0.1292361
1098,0.115399145
1099,0.08913608
1100,0.22299522
1101,0.20643638
1102,0.24831739
1103,0.89834315
1104,1.3304594
1105,0.1375103
1106,0.115399145
1107,0.74758697
1108,0.10586107
1109,0.115399145
1110,0.13426837
1111,0.115399145
1112,0.20121449
1113,0.115399145
1114,0.37432802
1115,0.10663849
1116,0.15442532
1117,0.115399145
1118,0.10966285
1119,0.12830442
1120,0.3750291
1121,0.137101
1122,0.1498383
1123,0.115399145
1124,0.120133385
1125,0.15816364
1126,0.45761472
1127,0.10711934
1128,0.14662269
1129,0.3695814
1130,0.22718869
1131,0.115399145
1132,0.115207285
1133,0.11655241
1134,0.20750576
1135,0.100527994
1136,0.17793038
1137,1.0451778
1138,0.2496422
1139,0.12948032
1140,0.17392935
1141,0.10411914
1142,0.11130782
1143,0.12543315
1144,0.0909455
1145,0.49429673
1146,0.07702118
1147,0.115399145
1148,0.115399145
1149,0.19531167
1150,0.12013338
1151,0.29028457
1152,0.115399145
1153,0.34883147
1154,0.71238846
1155,0.37847888
1156,0.14752635
1157,2.0621643
1158,1.4553039
1159,0.09049322
1160,0.18929848
1161,0.4003812
1162,0.19253531
1163,0.115399145
1164,0.11723001
1165,0.115399145
1166,0.115399145
1167,0.115399145
1168,0.115399145
1169,0.115399145
1170,0.37847888
1171,0.115399145
1172,0.115399145
1173,0.08334397
1174,0.115399145
1175,0.115399145
1176,0.115399145
1177,0.110103965
1178,0.20158625
1179,0.119620234
1180,0.4828183
1181,0.096301004
1182,0.15442532
1183,0.11539914
1184,0.11852518
1185,0.12042122
1186,0.115399145
1187,0.115399145
1188,0.108973436
1189,1.0228679
1190,0.13521414
1191,0.106996864
1192,0.115399145
1193,1.0753264
1194,0.111613706
1195,0.21827553
1196,0.120133385
1197,0.11278712
1198,0.115399145
1199,0.31296566
1200,0.11809832
1201,0.115399145
1202,0.084734045
1203,0.48791212
1204,0.115399145
1205,0.8438598
1206,0.11549188
1207,0.115399145
1208,0.116678104
1209,0.05470948
1210,0.18677138
1211,0.122019604
1212,2.0869057
1213,0.6482381
1214,0.45687795
1215,0.16924025
1216,0.53981066
1217,0.4018768
1218,0.18566796
1219,0.11616643
1220,0.115399145
1221,0.115399145
1222,0.102377266
1223,0.10854618
1224,0.20301232
1225,0.115399145
1226,0.1577838
1227,0.115399145
1228,0.26996073
1229,0.2012138
1230,0.115399145
1231,0.48566288
1232,0.19734555
1233,0.18786001
1234,0.11549188
1235,0.29475635
1236,0.22525325
1237,0.4268419
1238,0.115399145
1239,1.0228679
1240,0.10623221
1241,0.39059547
1242,0.20415436
1243,0.37847888
1244,0.15442532
1245,0.12543315
1246,0.8985169
1247,0.20573927
1248,0.35366613
1249,0.09664388
1250,0.20148447
1251,0.115399145
1252,0.08880673
1253,0.37847888
1254,0.72149104
1255,0
1256,0.40727872
1257,0.11616643
1258,0.115399145
1259,0.115399145
1260,0.115399145
1261,0.19382018
1262,0.115399145
1263,0.10476008
1264,1.4048047
1265,0.19714798
1266,0.15776333
1267,0.56328195
1268,0.08521561
1269,0.11871611
1270,0.44524276
1271,0.19162118
1272,0.10768707
1273,0.1920581
1274,0.115399145
1275,0.101340294
1276,0.38001782
1277,0.115399145
1278,0.11539914
1279,0.6828995
1280,0.078410976
1281,0.1610927
1282,0.10127704
1283,0.19834727
1284,1.010118
1285,0.17532843
1286,0.109730646
1287,0.5649303
1288,0.11097597
1289,0.4268419
1290,0.16792347
1291,1.4593977
1292,0.18656681
1293,0.2213331
1294,0.5707577
1295,0.25973552
1296,0.1985169
1297,0.37847888
1298,0.6141844
1299,0.24152675
1300,0.24152675
1301,0.22240311
1302,0.1560935
1303,0.115399145
1304,0.89834315
1305,0.37847888
1306,0.09125516
1307,0.057662338
1308,0.37847888
1309,0.115399145
1310,0.11539914
1311,0.17812377
1312,0.8335364
1313,0.21538866
1314,0.33912218
1315,0.115399145
1316,0.50037473
1317,0.19793901
1318,0.9181371
1319,0.10466589
1320,0.20643638
1321,0.15442532
1322,0.115399145
1323,0.28472003
1324,0.11934896
1325,0.6390955
1326,0.115399145
1327,0.115399145
1328,0.13935328
1329,0.11616643
1330,0.115399145
1331,0.11844935
1332,0.115399145
1333,1.9963937
1334,0.09841301
1335,0.10842083
1336,0.115399145
1337,0.42481273
1338,0.19833744
1339,0.19206494
1340,0.115399145
1341,0.115399145
1342,0.38496485
1343,0.110768184
1344,0.115399145
1345,0.112990946
1346,0.115399145
1347,0.17894776
1348,0.13442424
1349,0.6662024
1350,0.115399145
1351,0.20643638
1352,0.115399145
1353,0.17894776
1354,0.17133284
1355,0.37847888
1356,0.20643638
1357,0.20048681
1358,0.114799984
1359,0.769298
1360,0.6828995
1361,0.37847888
1362,0.11926036
1363,0.16248894
1364,0.25777447
1365,0.44946694
1366,0.10764819
1367,0.1704461
1368,0.24482846
1369,0.115399145
1370,0.115399145
1371,0.115399145
1372,0.106996864
1373,0.37847888
1374,0.11539914
1375,0.37847883
1376,0.3675717
1377,0.115399145
1378,0.19042245
1379,0.20643638
1380,0.20393325
1381,0.1062124
1382,0.20374218
1383,0.36059782
1384,0.11787622
1385,0.37847888
1386,0.18653199
1387,0.12384503
1388,0.09207766
1389,0.115399145
1390,0.10707557
1391,0.116580285
1392,0.15813991
1393,0.115399145
1394,0.115399145
1395,0.3641091
1396,0.115399145
1397,0.26403004
1398,0.19811913
1399,0.121524744
1400,0.115399145
1401,0.115399145
1402,0.15442532
1403,0.52634805
1404,0.115399145
1405,0.115399145
1406,0.10967664
1407,0.11539914
1408,0.10275547
1409,0.115399145
1410,0.20643638
1411,0.14068992
1412,0.10785518
1413,0.15442532
1414,0.106996864
1415,0.09438276
1416,0.18820791
1417,0.29118168
1418,0.12598802
1419,0.21708795
1420,0.115399145
1421,0.32407779
1422,0.115034804
1423,0.108916625
1424,0.11396238
1425,0.11293398
1426,0.115399145
1427,0.12543315
1428,0.10427719
1429,0.14828533
1430,0.115399145
1431,0.14882466
1432,0.115399145
1433,0.107365824
1434,0.115399145
1435,0.102015235
1436,0.115399145
1437,0.115399145
1438,0.11539914
1439,0.11539914
1440,0.115399145
1441,0.115399145
1442,0.15747899
1443,0.3453966
1444,0.115399145
1445,0.115122885
1446,0.115399145
1447,0.115399145
1448,0.115399145
1449,0.20643638
1450,0.115399145
1451,0.0916841
1452,0.20136447
1453,0.15442532
1454,0.115399145
1455,0.115399145
1456,0.1341284
1457,0.115399145
1458,0.3681543
1459,0.6828995
1460,0.13986218
1461,0.11462566
1462,0.47518945
1463,0.115399145
1464,0.1557152
1465,0.14709505
1466,0.39426702
1467,0.115399145
1468,0.20643638
1469,0.18166755
1470,0.16154547
1471,0.16330364
1472,0.25854176
1473,0.20643638
1474,0.44767493
1475,0.37732792
1476,0.15442532
1477,0.41258857
1478,0.10743743
1479,0.37847888
1480,0.14863943
1481,0.11780005
1482,0.47756243
1483,0.115399145
1484,0.08726859
1485,0.119066924
1486,0.16756904
1487,0.102848396
1488,0.097151294
1489,0.3282078
1490,0.09989424
1491,0.21750551
1492,0.16014576
1493,0.115399145
1494,0.37847888
1495,0.10743743
1496,0.10563928
1497,2.7864027
1498,0.3645264
1499,0.11293398
1500,0.106996864
1501,0.1174759
1502,0.37847883
1503,0.11539914
1504,0.13063538
1505,0.115399145
1506,0.20735314
1507,0.115399145
1508,0.12383382
1509,0.20846063
1510,0.112126455
1511,0.13818407
1512,0.115399145
1513,0.115399145
1514,0.37847888
1515,0.115399145
1516,0.115399145
1517,0.10286718
1518,0.20922266
1519,0.10889476
1520,0.115399145
1521,0.37847888
1522,0.3523879
1523,0.10065123
1524,0.39426702
1525,0.115399145
1526,0.1265775
1527,0.15442532
1528,0.10289845
1529,0.1127182
1530,0.13312967
1531,0.37847888
1532,0.3811032
1533,0.115399145
1534,0.11539914
1535,0.11539914
1536,0.45713586
1537,0.115399145
1538,0.37847888
1539,0.3770584
1540,0.115399145
1541,0.115399145
1542,0.115399145
1543,0.08387132
1544,0.120133385
1545,0.115399145
1546,0.115399145
1547,0.11061795
1548,0.21698369
1549,0.10199499
1550,0.115399145
1551,0.37847888
1552,0.115399145
1553,0.112990946
1554,0.115399145
1555,0.21424998
1556,0.20643638
1557,0.115399145
1558,0.37847888
1559,0.111074544
1560,0.15442532
1561,0.20643638
1562,0.115399145
1563,0.20643638
1564,0.115399145
1565,0.115399145
1566,0.1985169
1567,0.10344303
1568,0.115399145
1569,0.115399145
1570,0.115399145
1571,0.115399145
1572,0.115399145
1573,0.115399145
1574,0.41008794
1575,0.115399145
1576,0.115399145
1577,0.115399145
1578,0.08577613
1579,0.115399145
1580,0.115399145
1581,0.115399145
1582,0.5020862
1583,0.19962561
1584,0.23710209
1585,0.115399145
1586,0.115399145
1587,0.20643638
1588,0.115399145
1589,0.09079376
1590,0.100527994
1591,0.115399145
1592,0.115399145
1593,0.10743743
1594,0.115399145
1595,0.115399145
1596,0.115399145
1597,0.115399145
1598,0.11539914
1599,0.11539914
1600,0.115399145
1601,0.115399145
1602,0.13442424
1603,0.115399145
1604,0.115399145
1605,0.10768707
1606,0.115399145
1607,0.115399145
1608,0.37847888
1609,0.37847888
1610,0.115399145
1611,0.115399145
1612,0.115399145
1613,0.30250943
1614,0.115399145
1615,0.3955357
1616,0.115399145
1617,0.115399145
1618,0.44832337
1619,0.115399145
1620,0.116443306
1621,0.46778655
1622,0.115399145
1623,0.115399145
1624,0.115399145
1625,0.115399145
1626,0.115399145
1627,0.66546667
1628,0.11293398
1629,0.115399145
1630,0.11539914
1631,0.11539914
1632,0.115399145
1633,0.115399145
1634,0.115399145
1635,0.115399145
1636,0.115399145
1637,0.115399145
1638,0.15014434
1639,0.115399145
1640,0.1169682
1641,0.115399145
1642,0.115399145
1643,0.10712207
1644,0.20223585
1645,0.115399145
1646,0.15442532
1647,0.5327146
1648,0.115399145
1649,0.115399145
1650,0.115399145
1651,0.11605251
1652,0.115399145
1653,0.47756243
1654,0.6828995
1655,0.21708795
1656,0.43161172
1657,0.22742563
1658,0.115399145
1659,0.45127022
1660,0.115399145
1661,0.11074416
1662,0.11539914
1663,0.11539914
1664,0.8925785
1665,0.115399145
1666,0.1169682
1667,0.115399145
1668,0.20643638
